0,72,39808,3104
0,175,12754,2003
0,35,11673,2638
0,142,22490,2861
0,42,16895,8707
0,35,16106,2771
0,36,18815,2636
0,32,15419,2583
0,35,17547,2654
0,34,16225,3043
1,65,43864,2079
1,15,11819,2072
1,25,9420,1733
1,13,10279,1794
1,43,25889,1714
1,25,12850,2367
1,28,15306,2027
1,27,13616,3450
1,27,14012,2188
1,25,10109,1897
2,59,47623,1870
2,19,15659,2097
2,18,14945,1870
2,18,14695,1871
2,44,27524,1730
2,38,11488,1931
2,26,13719,1664
2,28,14017,1932
2,28,14912,2003
2,40,11463,3660
3,55,43814,2120
3,28,25203,1956
3,16,12680,2411
3,15,12502,3016
3,43,26807,1735
3,37,24870,2058
3,38,13467,1986
3,33,14068,2457
3,28,14595,2211
3,44,18429,2629
4,63,54679,1684
4,21,17750,2740
4,17,10268,2128
4,20,16773,1870
4,58,31300,2460
4,30,15545,3098
4,26,14552,1887
4,24,12048,2280
4,25,12138,2044
4,26,12524,2734
5,39,32090,2564
5,28,25746,3075
5,19,16174,2115
5,21,17831,2624
5,26,12209,1982
5,57,24837,1782
5,28,15348,2671
5,27,14672,2957
5,35,22605,1976
5,31,16419,2183
6,37,30647,1986
6,37,34717,2824
6,11,8828,2194
6,17,14759,2669
6,31,17013,18446744073709551615
6,26,11969,18446744073709551615
6,22,11138,18446744073709551615
6,23,10733,18446744073709551615
6,29,16199,18446744073709551615
6,25,11801,18446744073709551615
7,59,49972,18446744073709551615
7,21,17914,18446744073709551615
7,29,10735,18446744073709551615
7,20,17141,18446744073709551615
7,32,17462,18446744073709551615
7,24,11858,18446744073709551615
7,28,15402,18446744073709551615
7,37,23172,18446744073709551615
7,29,15761,18446744073709551615
7,40,25506,18446744073709551615
8,40,32538,18446744073709551615
8,20,16627,18446744073709551615
8,18,15600,18446744073709551615
8,19,16513,18446744073709551615
8,31,17129,18446744073709551615
8,23,9397,18446744073709551615
8,22,10233,18446744073709551615
8,23,11229,18446744073709551615
8,25,12151,18446744073709551615
8,26,12110,18446744073709551615
9,38,30664,18446744073709551615
9,19,15656,18446744073709551615
9,18,15876,18446744073709551615
9,14,11124,18446744073709551615
9,52,17205,18446744073709551615
9,31,18013,18446744073709551615
9,27,15249,18446744073709551615
9,29,15902,18446744073709551615
9,29,15844,18446744073709551615
9,31,16443,18446744073709551615
