0,81,43219,4554
0,108,93345,1822
0,27,11060,2253
0,35,17677,2664
0,66,48290,2815
0,49,15982,2802
0,37,12131,2975
0,31,13022,2386
0,36,17940,2676
0,66,48403,3168
1,70,49120,2780
1,23,18802,2188
1,22,17919,2481
1,18,15218,2671
1,33,13578,2409
1,28,13521,2346
1,30,11881,3293
1,27,10548,3529
1,50,29536,2807
1,32,17763,2730
2,58,47994,2648
2,22,18434,2693
2,19,16264,2898
2,15,11388,2225
2,51,29443,2685
2,32,12722,2825
2,27,10260,2769
2,45,12050,3549
2,43,10738,2926
2,32,16720,3914
3,52,41374,2771
3,24,20363,2571
3,22,18105,2659
3,20,16254,2657
3,51,16517,2320
3,29,15802,2760
3,34,16356,2606
3,33,15357,2424
3,34,17013,2799
3,34,16383,2920
4,55,44853,3003
4,58,54514,3673
4,23,19071,2991
4,35,31731,2870
4,35,17539,2713
4,33,15221,2584
4,33,16500,3343
4,36,17960,2880
4,36,15943,2729
4,33,16508,3125
5,54,43389,2756
5,50,46465,3236
5,20,16237,2978
5,33,15044,4066
5,33,16447,2868
5,30,15236,2477
5,32,15426,2363
5,29,15514,2670
5,46,15729,3284
5,32,16582,2797
6,55,45243,2395
6,22,17683,2404
6,22,18834,2979
6,38,34234,2993
6,38,17305,18446744073709551615
6,49,15852,18446744073709551615
6,48,15954,18446744073709551615
6,34,15327,18446744073709551615
6,54,36134,18446744073709551615
6,32,17498,18446744073709551615
7,62,51106,18446744073709551615
7,22,17920,18446744073709551615
7,23,19196,18446744073709551615
7,21,17803,18446744073709551615
7,36,16440,18446744073709551615
7,31,14824,18446744073709551615
7,49,30125,18446744073709551615
7,35,16943,18446744073709551615
7,35,18431,18446744073709551615
7,46,15183,18446744073709551615
8,53,42704,18446744073709551615
8,22,18586,18446744073709551615
8,21,17766,18446744073709551615
8,21,17409,18446744073709551615
8,52,17840,18446744073709551615
8,33,15461,18446744073709551615
8,33,17874,18446744073709551615
8,33,15585,18446744073709551615
8,28,10501,18446744073709551615
8,30,12420,18446744073709551615
9,56,45808,18446744073709551615
9,54,50417,18446744073709551615
9,19,15407,18446744073709551615
9,59,55577,18446744073709551615
9,47,12275,18446744073709551615
9,28,11627,18446744073709551615
9,29,11578,18446744073709551615
9,28,10650,18446744073709551615
9,45,26398,18446744073709551615
9,33,16358,18446744073709551615
