0,31,14049,1556
0,40,10715,1790
0,36,10957,1995
0,22,9587,1703
0,20,8705,1330
0,20,9794,1442
0,18,9122,1353
0,18,9425,1406
0,18,7947,1295
0,18,7975,1435
1,22,16906,7068
1,20,17409,2329
1,16,13957,2461
1,20,17022,2576
1,42,17032,0
1,32,18265,3027
1,28,14905,0
1,49,23019,0
1,14,14435,2449
1,32,17120,2286
2,20,17650,2412
2,21,20569,2299
2,2,0,2166
2,16,16311,2241
2,23,23488,2364
2,63,4785,2468
2,29,16342,2455
2,29,15871,2942
2,32,17124,0
2,29,15404,11148
3,18,15869,0
3,4,2827,17489
3,17,15070,2625
3,17,15005,2434
3,28,15009,779
3,29,14792,0
3,24,11713,0
3,28,14380,0
3,28,15134,0
3,29,14376,0
4,18,15699,2226
4,22,21586,2843
4,44,43827,2196
4,13,9280,2453
4,24,8293,2569
4,53,26123,2598
4,7,0,2154
4,28,935,2184
4,29,15863,2363
4,29,15664,2328
5,20,16758,2434
5,14,14099,2939
5,16,13744,2059
5,13,11803,2647
5,36,14183,2142
5,22,14040,2094
5,21,14201,2463
5,21,13801,2272
5,34,14173,2206
5,34,25350,2132
6,28,25783,2322
6,16,13569,2257
6,14,14243,0
6,21,20544,3932
6,39,25773,18446744073709551615
6,29,15081,18446744073709551615
6,28,15288,18446744073709551615
6,29,14783,18446744073709551615
6,29,15184,18446744073709551615
6,29,15230,18446744073709551615
7,17,13873,18446744073709551615
7,18,14794,18446744073709551615
7,17,14615,18446744073709551615
7,18,15850,18446744073709551615
7,28,15245,18446744073709551615
7,29,15198,18446744073709551615
7,29,15300,18446744073709551615
7,29,14843,18446744073709551615
7,35,14852,18446744073709551615
7,31,15578,18446744073709551615
8,17,14766,18446744073709551615
8,18,16026,18446744073709551615
8,18,16103,18446744073709551615
8,18,15276,18446744073709551615
8,28,15378,18446744073709551615
8,29,15655,18446744073709551615
8,31,17981,18446744073709551615
8,29,16538,18446744073709551615
8,31,16997,18446744073709551615
8,29,16604,18446744073709551615
9,18,15815,18446744073709551615
9,20,17646,18446744073709551615
9,18,16089,18446744073709551615
9,18,16413,18446744073709551615
9,29,16058,18446744073709551615
9,29,16028,18446744073709551615
9,31,17552,18446744073709551615
9,29,15828,18446744073709551615
9,22,21521,18446744073709551615
9,14,0,18446744073709551615
